city,ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance Validity,Seats,Engine Displacement
Chennai,Petrol,MUV,57000,Manual,1,Maruti,Maruti Ertiga,2018,VXI Petrol,799000,2018,Third Party,7,1462
Chennai,Petrol,Hatchback,24500,Automatic,2,Maruti,Maruti Baleno,2020,1.2 CVT Alpha,861000,2020,Comprehensive,5,1197
Chennai,Petrol,Sedan,40000,Manual,1,Maruti,Maruti Swift Dzire,2020,VXI BSVI,610000,2020,Third Party,5,1197
Chennai,Petrol,MUV,27216,Manual,1,Renault,Renault Triber,2021,RXZ,749000,2021,Zero Dep,7,999
Chennai,Petrol,Hatchback,12060,Manual,1,Tata,Tata Tiago,2021,XZ Plus BSVI,648000,2021,Comprehensive,5,1199
Chennai,Diesel,Sedan,150000,Manual,1,Maruti,Maruti Swift Dzire,2009,VDi,250000,2009,Third Party,5,1248
Chennai,Petrol,Hatchback,46931,Manual,2,Hyundai,Hyundai EON,2012,D Lite Plus,265000,2012,Comprehensive,5,814
Chennai,Petrol,Hatchback,60000,Manual,1,Volkswagen,Volkswagen Polo,2014,Petrol Highline 1.2L,490000,2014,Comprehensive,5,1198
Chennai,Petrol,SUV,45787,Manual,1,Kia,Kia Seltos,2020,GTX Plus,1590000,2020,Third Party,5,1353
Chennai,Petrol,Sedan,80000,Manual,2,Tata,Tata Indigo,2009,GLX,113999,2009,Third Party,5,1396
Chennai,Diesel,Sedan,44000,Manual,1,Honda,Honda Amaze,2014,S i-Dtech,475000,2014,Comprehensive,5,1498
Chennai,Petrol,Sedan,4786,Automatic,1,Honda,Honda Amaze,2020,VX CVT Petrol,973000,2020,Third Party,5,1199
Chennai,Petrol,Hatchback,39024,Manual,1,Hyundai,Hyundai i20,2018,1.2 Asta,630000,2018,Comprehensive,5,1197
Chennai,Petrol,Sedan,6000,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,330 Li Luxury Line,5850000,2022,Comprehensive,5,1998
Chennai,Petrol,Hatchback,40000,Manual,1,Tata,Tata Nano,2014,Twist XT,150000,2014,Third Party,4,624
Chennai,Petrol,SUV,114386,Manual,1,Hyundai,Hyundai Creta,2018,1.6 E Plus,827000,2018,Third Party,5,1591
Chennai,Petrol,MUV,27369,Manual,1,Renault,Renault Triber,2022,RXZ BSVI,715000,2022,Third Party,7,999
Chennai,Diesel,MUV,58000,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 GX MT,2100000,2019,Comprehensive,7,2393
Chennai,Petrol,Hatchback,16561,Manual,2,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,569000,2019,Comprehensive,5,1197
Chennai,Petrol,Hatchback,23328,Manual,1,Renault,Renault KWID,2021,Climber 1.0 MT Opt,490000,2021,Comprehensive,5,999
Chennai,Petrol,Hatchback,16473,Manual,1,Maruti,Maruti S-Presso,2020,VXI Plus 2019-2022,484999,2020,Comprehensive,5,998
Chennai,Petrol,Hatchback,46375,Manual,2,Honda,Honda Brio,2017,1.2 S MT,451999,2017,Third Party,5,1198
Chennai,Petrol,Hatchback,16473,Manual,1,Maruti,Maruti S-Presso,2020,VXI Plus 2019-2022,484999,2020,Comprehensive,5,998
Chennai,Petrol,Hatchback,91799,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,622000,2017,Comprehensive,5,1197
Chennai,Petrol,Hatchback,38919,Manual,3,Hyundai,Hyundai i20,2016,Sportz 1.2,554000,2016,Comprehensive,5,1197
Chennai,Petrol,Hatchback,70235,Manual,1,Maruti,Maruti Wagon R,2016,VXI,375000,2016,Comprehensive,5,998
Chennai,Petrol,Sedan,3989,Automatic,1,Honda,Honda Amaze,2020,VX CVT Petrol,967000,2020,Third Party,5,1199
Chennai,Diesel,Sedan,91773,Manual,1,Honda,Honda Amaze,2015,S Diesel,475000,2015,Comprehensive,5,1498
Chennai,Petrol,Hatchback,60000,Manual,2,Maruti,Maruti Alto 800,2019,LXI,320000,2019,Third Party,5,796
Chennai,Petrol,Sedan,28906,Manual,1,Honda,Honda Amaze,2018,VX Petrol,695000,2018,Comprehensive,5,1199
Chennai,Diesel,Hatchback,150000,Manual,1,Maruti,Maruti Celerio,2016,ZDi,350000,2016,Third Party,5,793
Chennai,Petrol,Hatchback,70000,Manual,3,Hyundai,Hyundai i20,2009,Asta,250000,2009,Third Party,5,1197
Chennai,Diesel,SUV,70000,Manual,1,Mahindra,Mahindra XUV500,2017,W10 AWD,1250000,2017,Comprehensive,7,2179
Chennai,Petrol,Hatchback,43428,Manual,1,Maruti,Maruti Alto 800,2014,LXI,260000,2014,Third Party,5,796
Chennai,Diesel,Hatchback,67000,Manual,1,Chevrolet,Chevrolet Beat,2013,Diesel LS,285000,2013,Comprehensive,5,936
Chennai,Petrol,Hatchback,70528,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,616000,2017,Comprehensive,5,1197
Chennai,Petrol,Hatchback,35413,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,594000,2016,Third Party,5,1197
Chennai,Petrol,Hatchback,40000,Manual,2,Maruti,Maruti Alto 800,2018,VXI Optional,320000,2018,Third Party,5,796
Chennai,Petrol,Hatchback,66285,Automatic,1,Honda,Honda Jazz,2017,1.2 V AT i VTEC,647000,2017,Third Party,5,1199
Chennai,Petrol,SUV,83129,Automatic,1,Kia,Kia Seltos,2019,GTX Plus DCT,1400000,2019,Zero Dep,5,1353
Chennai,Petrol,Sedan,87055,Manual,1,Honda,Honda City,2016,SV MT,600000,2016,Comprehensive,5,1497
Chennai,Petrol,Hatchback,37218,Manual,2,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,505000,2019,Third Party,5,1197
Chennai,Petrol,SUV,60000,Manual,1,Hyundai,Hyundai Venue,2019,SX Opt Turbo BSIV,900000,2019,Third Party,5,998
Chennai,Petrol,Hatchback,33640,Manual,1,Hyundai,Hyundai i20,2019,Asta Option BSIV,730000,2019,Third Party,5,1197
Chennai,Petrol,Hatchback,23608,Manual,1,Ford,Ford Freestyle,2020,Titanium,648000,2020,Comprehensive,5,1194
Chennai,Petrol,Hatchback,22353,Manual,1,Hyundai,Hyundai i20,2013,Magna,434999,2013,Comprehensive,5,1197
Chennai,Diesel,Sedan,120000,Automatic,1,Skoda,Skoda Rapid,2017,1.5 TDI AT Style BSIV,900000,2017,Third Party,5,1498
Chennai,Petrol,Sedan,54241,Manual,1,Honda,Honda City,2018,i-VTEC S,740000,2018,Comprehensive,5,1497
Chennai,Petrol,Hatchback,86173,Manual,1,Maruti,Maruti Wagon R,2012,VXI,320000,2012,Third Party,5,998
Chennai,Petrol,Hatchback,91143,Manual,1,Hyundai,Hyundai i10,2011,Magna,295000,2011,Comprehensive,5,1197
Chennai,Diesel,SUV,36000,Manual,1,Mahindra,Mahindra TUV 300,2016,T8,790000,2016,Comprehensive,7,1493
Chennai,Petrol,Sedan,108818,Manual,1,Honda,Honda City,2015,i VTEC SV,530000,2015,Third Party,5,1497
Chennai,Diesel,Hatchback,120000,Manual,2,Volkswagen,Volkswagen Polo,2011,Diesel Comfortline 1.2L,315000,2011,Third Party,5,1199
Chennai,Diesel,Sedan,107000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2008,220 CDI AT,850000,8,Comprehensive,5,2143
Chennai,Petrol,Sedan,90530,Manual,1,Honda,Honda City,2014,1.5 V MT Exclusive,570000,2014,Comprehensive,5,1497
Chennai,Petrol,Hatchback,77957,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,576000,2016,Comprehensive,5,1197
Chennai,Petrol,SUV,81394,Manual,2,Hyundai,Hyundai Creta,2017,1.6 VTVT SX Plus,842000,2017,Third Party,5,1591
Chennai,Petrol,Sedan,64341,Manual,1,Maruti,Maruti Ciaz,2017,ZXi,675000,2017,Third Party,5,1373
Chennai,Petrol,Hatchback,33407,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,518000,2017,Comprehensive,5,1197
Chennai,Petrol,Hatchback,14811,Manual,1,Datsun,Datsun RediGO,2021,A,397000,2021,Comprehensive,5,799
Chennai,Petrol,Sedan,37000,Manual,1,Skoda,Skoda Rapid,2017,1.6 MPI Style BSIV,775000,2017,Comprehensive,5,1598
Chennai,Diesel,SUV,49326,Manual,2,Jeep,Jeep Compass,2017,2.0 Longitude BSIV,1166000,2017,Third Party,5,1956
Chennai,Petrol,Sedan,120000,Manual,3,Honda,Honda New Accord,2009,2.4 Inspire M/T,450000,2009,Third Party,5,2354
Chennai,Petrol,Hatchback,4939,Automatic,1,Tata,Tata Tiago NRG,2022,XZA AMT BSVI,732000,2022,Zero Dep,5,1199
Chennai,Petrol,SUV,82620,Automatic,1,Ford,Ford Ecosport,2014,1.5 Ti VCT AT Titanium,577000,2014,Comprehensive,5,1499
Chennai,Petrol,Sedan,60000,Manual,2,Skoda,Skoda Superb,2009,1.8 TSI MT,600000,2009,Third Party,5,1798
Chennai,Diesel,Hatchback,86857,Manual,1,Volkswagen,Volkswagen Polo,2015,1.5 TDI Highline,509999,2015,Third Party,5,1498
Chennai,Diesel,Sedan,70000,Automatic,3,Mercedes-Benz,Mercedes-Benz C-Class,2010,220 CDI AT,900000,2010,Third Party,5,2143
Chennai,Diesel,SUV,120000,Automatic,2,Audi,Audi Q7,2012,4.2 TDI Quattro Technology,1500000,2012,Third Party,7,4134
Chennai,Petrol,Hatchback,14483,Automatic,1,Maruti,Maruti Wagon R,2022,VXI AT BSVI,625000,2022,Third Party,5,998
Chennai,Diesel,SUV,19000,Manual,1,Hyundai,Hyundai Creta,2022,E Diesel BSVI,1275000,2022,Comprehensive,5,1493
Chennai,Petrol,Hatchback,36202,Manual,1,Ford,Ford Figo,2016,1.2P Trend MT,395000,2016,Comprehensive,5,1196
Chennai,Petrol,MUV,30000,Manual,1,Datsun,Datsun GO Plus,2017,T BSIV,320000,2017,Third Party,7,1198
Chennai,Diesel,Hatchback,70000,Manual,1,Ford,Ford Figo,2017,1.5 Sports Edition MT,450000,2017,Third Party,5,1498
Chennai,Petrol,SUV,20000,Manual,1,Hyundai,Hyundai Venue,2022,SX Opt Turbo iMT BSVI,1085000,2022,Third Party,5,998
Chennai,Petrol,Hatchback,24077,Manual,1,Datsun,Datsun RediGO,2021,A,400000,2021,Comprehensive,5,799
Chennai,Diesel,Sedan,81985,Manual,1,Maruti,Maruti Swift Dzire,2012,VDi,484999,2012,Comprehensive,5,1248
Chennai,Petrol,MUV,30000,Automatic,2,Maruti,Maruti Ertiga,2020,VXI AT,985000,2020,Third Party,7,1462
Chennai,Petrol,Sedan,91841,Manual,1,Honda,Honda City,2017,i VTEC V,681000,2017,Third Party,5,1497
Chennai,Petrol,SUV,64961,Automatic,3,Ford,Ford Ecosport,2016,1.5 Ti VCT AT Titanium BSIV,621000,2016,Third Party,5,1499
Chennai,Petrol,Hatchback,20950,Automatic,1,Maruti,Maruti Alto K10,2018,VXI AMT,409999,2018,Comprehensive,5,998
Chennai,Petrol,Hatchback,94348,Manual,2,Hyundai,Hyundai i20,2016,Sportz 1.2,505000,2016,Comprehensive,5,1197
Chennai,Diesel,SUV,32000,Manual,1,Hyundai,Hyundai Venue,2022,SX Opt Diesel BSVI,1290000,2022,Comprehensive,5,1493
Chennai,Petrol,Hatchback,51744,Manual,1,Hyundai,Hyundai i20,2019,Asta Option BSIV,708000,2019,Third Party,5,1197
Chennai,Diesel,SUV,81152,Automatic,2,Mahindra,Mahindra XUV500,2020,W11 Option AT BSIV,1734000,2020,Comprehensive,7,2179
Chennai,Petrol,Sedan,19516,Manual,1,Honda,Honda Amaze,2018,S Petrol,650000,2018,Comprehensive,5,1199
Chennai,Petrol,Hatchback,29093,Manual,1,Maruti,Maruti Swift,2021,VXI,760000,2021,Comprehensive,5,1197
Chennai,Diesel,Sedan,54408,Automatic,1,Honda,Honda Amaze,2018,V CVT Diesel BSIV,785000,2018,Third Party,5,1498
Chennai,Petrol,Hatchback,16000,Manual,1,Maruti,Maruti Baleno,2019,Zeta,745000,2019,Comprehensive,5,1197
Chennai,Diesel,SUV,100000,Automatic,1,Ford,Ford Endeavour,2018,2.2 Titanium AT 4X2 Sunroof,2000000,2018,Third Party,7,2198
Chennai,Petrol,Hatchback,56876,Manual,1,Datsun,Datsun RediGO,2016,T Option,270000,2016,Comprehensive,5,799
Chennai,Diesel,Hatchback,50000,Manual,1,Volkswagen,Volkswagen Polo,2014,Diesel Comfortline 1.2L,450000,2014,Third Party,5,1199
Chennai,Petrol,Sedan,84505,Manual,2,Honda,Honda Amaze,2015,S Petrol,420000,2015,Comprehensive,5,1199
Chennai,Diesel,MUV,34000,Automatic,1,Toyota,Toyota Innova Crysta,2021,2.4 ZX 7 STR AT,2790000,2021,Comprehensive,7,2393
Chennai,Petrol,Hatchback,22305,Manual,1,Maruti,Maruti Wagon R,2020,VXI,550000,2020,Comprehensive,5,998
Chennai,Petrol,Hatchback,33573,Manual,1,Renault,Renault KWID,2019,1.0 RXT Optional,421000,2019,Comprehensive,5,999
Chennai,Petrol,Hatchback,33615,Manual,1,Datsun,Datsun RediGO,2019,T Option,303000,2019,Third Party,5,799
Chennai,Petrol,Hatchback,30000,Automatic,2,Honda,Honda Jazz,2018,VX CVT,780000,2018,Third Party,5,1199
Chennai,Petrol,Sedan,34935,Manual,1,Tata,Tata Tigor,2020,XZ Plus,643000,2020,Comprehensive,5,1199
Chennai,Petrol,Hatchback,66511,Automatic,2,Maruti,Maruti Celerio,2018,ZXI Optional AMT BSIV,474000,2018,Comprehensive,5,998
Chennai,Petrol,Sedan,24000,Automatic,1,Toyota,Toyota Camry,2021,2.5 Hybrid,4200000,2021,Comprehensive,5,2494
Chennai,Petrol,Sedan,68979,Manual,1,Maruti,Maruti Swift Dzire,2017,VXI 1.2,644000,2017,Comprehensive,5,1197
Chennai,Petrol,MUV,50000,Manual,1,Maruti,Maruti Ertiga,2021,ZXI Plus,1200000,2021,Third Party,7,1462
Chennai,Petrol,Hatchback,45161,Automatic,2,Maruti,Maruti Wagon R,2019,AMT VXI,519000,2019,Comprehensive,5,998
Chennai,Diesel,SUV,42917,Manual,1,Ford,Ford Ecosport,2018,1.5 Diesel Titanium BSIV,811000,2018,Comprehensive,5,1498
Chennai,Petrol,Hatchback,20000,Manual,1,Maruti,Maruti Baleno,2019,Zeta,725000,2019,Third Party,5,1197
Chennai,Petrol,Hatchback,32000,Automatic,1,Maruti,Maruti Baleno,2018,Alpha CVT,725000,2018,Comprehensive,5,1197
Chennai,Diesel,Hatchback,40000,Manual,1,Hyundai,Hyundai i20,2019,Sportz Plus Diesel,750000,2019,Third Party,5,1396
Chennai,Petrol,Sedan,29911,Manual,1,Honda,Honda City,2020,SV MT,950000,2020,Comprehensive,5,1497
Chennai,Petrol,Sedan,23000,Automatic,1,Hyundai,Hyundai Verna,2018,VTVT 1.6 AT EX,925000,2018,Comprehensive,5,1591
Chennai,Diesel,Sedan,100000,Manual,2,Tata,Tata Zest,2018,Quadrajet 1.3 75PS XE,525000,2018,Third Party,5,1248
Chennai,Diesel,MUV,42000,Manual,1,Toyota,Toyota Innova Crysta,2016,2.4 VX MT BSIV,1875000,2016,Comprehensive,7,2393
Chennai,Diesel,Sedan,58000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,C 220 CDI Avantgarde,2650000,2016,Comprehensive,5,2143
Chennai,Diesel,Hatchback,53764,Manual,1,Maruti,Maruti Swift,2015,VDI BSIV,550000,2015,Comprehensive,5,1248
Chennai,Petrol,Hatchback,61455,Manual,1,Hyundai,Hyundai Grand i10,2015,1.2 Kappa Asta,500000,2015,Third Party,5,1197
Chennai,Petrol,SUV,52732,Automatic,2,Jeep,Jeep Compass,2018,1.4 Limited,1209000,2018,Zero Dep,5,1368
Chennai,Petrol,Hatchback,61159,Automatic,2,Honda,Honda Jazz,2017,1.2 V AT i VTEC,656000,2017,Comprehensive,5,1199
Chennai,Petrol,Hatchback,90000,Manual,2,Hyundai,Hyundai i20,2010,1.2 Asta,295000,2010,Third Party,5,1197
Chennai,Petrol,Sedan,95296,Manual,1,Honda,Honda Amaze,2015,S i-Vtech,430999,2015,Comprehensive,5,1198
Chennai,Petrol,SUV,106506,Manual,1,Hyundai,Hyundai Creta,2018,1.6 SX,894999,2018,Comprehensive,5,1591
Chennai,Diesel,Sedan,70000,Automatic,2,BMW,BMW 5 Series,2012,525d,1500000,2012,Third Party,5,1995
Chennai,Petrol,Hatchback,108551,Manual,2,Hyundai,Hyundai Grand i10,2015,Sportz,392000,2015,Comprehensive,5,1197
Chennai,Diesel,Sedan,54186,Manual,1,Honda,Honda Amaze,2014,S i-Dtech,470000,2014,Comprehensive,5,1498
Chennai,Petrol,Sedan,106848,Automatic,1,Honda,Honda Amaze,2018,V CVT Petrol BSIV,726000,2018,Comprehensive,5,1199
Chennai,Petrol,Sedan,38464,Automatic,2,Volkswagen,Volkswagen Vento,2020,1.0 TSI Highline Plus AT,1023000,2020,Third Party,5,999
Chennai,Petrol,Hatchback,59841,Manual,1,Maruti,Maruti Ignis,2017,Delta BSVI,500000,2017,Third Party,5,1197
Chennai,Diesel,SUV,3000,Automatic,1,Toyota,Toyota Fortuner,2023,4X2 Diesel AT BSVI,4550000,2023,Comprehensive,7,2755
Chennai,Petrol,SUV,19649,Automatic,1,Hyundai,Hyundai Creta,2020,SX Opt Knight IVT BSVI,1590000,2020,Third Party,5,1497
Chennai,Diesel,Sedan,3300,Automatic,1,BMW,BMW 3 Series Gran Limousine,2021,320Ld Luxury Line,5600000,2021,Comprehensive,5,1995
Chennai,Petrol,Sedan,60000,Manual,3,Ford,Ford Mondeo,2003,Ghia Duratec,140000,2003,Third Party,5,1999
Chennai,Petrol,SUV,40000,Automatic,1,Hyundai,Hyundai Alcazar,2021,Platinum AT,1900000,2021,Third Party,6,1999
Chennai,Petrol,SUV,27000,Automatic,1,Kia,Kia Seltos,2020,HTX IVT,1425000,2020,Comprehensive,5,1497
Chennai,Petrol,Hatchback,20950,Automatic,1,Maruti,Maruti Alto K10,2018,VXI AMT,409999,2018,Comprehensive,5,998
Chennai,Diesel,SUV,50000,Manual,1,Jeep,Jeep Compass,2018,2.0 Longitude BSIV,1250000,2018,Third Party,5,1956
Chennai,Petrol,Hatchback,39000,Manual,1,Tata,Tata Nano,2014,Twist XT,125000,2014,Third Party,4,624
Chennai,Petrol,SUV,55927,Manual,1,Hyundai,Hyundai Creta,2017,1.6 VTVT SX Plus Dual Tone,902999,2017,Comprehensive,5,1591
Chennai,Petrol,Hatchback,35325,Manual,2,Hyundai,Hyundai i20,2014,Magna 1.2,488000,2014,Comprehensive,5,1197
Chennai,Petrol,Hatchback,20000,Manual,2,Maruti,Maruti Baleno,2020,Delta,660000,2020,Third Party,5,1197
Chennai,Petrol,Hatchback,41248,Manual,1,Hyundai,Hyundai i20,2017,1.2 Asta Dual Tone,604000,2017,Third Party,5,1197
Chennai,Petrol,Hatchback,70076,Manual,1,Tata,Tata Tiago,2016,1.2 Revotron XZ,417000,2016,Third Party,5,1199
Chennai,Petrol,SUV,128398,Manual,1,Mahindra,Mahindra XUV300,2016,W8 BSVI,405000,2016,Comprehensive,5,1197
Chennai,Petrol,Hatchback,20973,Automatic,3,Maruti,Maruti Wagon R,2017,AMT VXI,444000,2017,Comprehensive,5,998
Chennai,Petrol,Hatchback,90000,Manual,2,Maruti,Maruti Swift,2007,1.3 VXi,220000,2007,Third Party,5,1298
Chennai,Petrol,Sedan,98807,Manual,1,Hyundai,Hyundai Aura,2020,E,615000,2020,Comprehensive,5,1197
Chennai,Petrol,Sedan,102249,Manual,2,Honda,Honda Amaze,2015,S i-Vtech,396000,2015,Comprehensive,5,1198
Chennai,Petrol,Hatchback,18837,Automatic,1,Hyundai,Hyundai Grand i10,2018,AT Sportz,650000,2018,Comprehensive,5,1197
Chennai,Diesel,SUV,50000,Manual,1,Jeep,Jeep Compass,2018,2.0 Limited,1400000,2018,Comprehensive,5,1956
Chennai,Petrol,Hatchback,120000,Manual,1,Hyundai,Hyundai EON,2012,Magna Plus,210000,2012,Third Party,5,814
Chennai,Diesel,MUV,19000,Automatic,1,Toyota,Toyota Innova Crysta,2021,2.4 GX 7 STR AT,2475000,2021,Comprehensive,7,2393
Chennai,Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Alto 800,2020,VXI Plus BSVI,400000,2020,Third Party,5,796
Chennai,Petrol,Hatchback,128876,Automatic,1,Maruti,Maruti Celerio,2015,VXi AMT,350000,2015,Comprehensive,5,998
Chennai,Petrol,Hatchback,37942,Manual,0,Maruti,Maruti Wagon R,2016,VXI Optional,430000,2016,Third Party,5,998
Chennai,Petrol,Hatchback,37300,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,515000,2018,Comprehensive,5,1197
Chennai,Diesel,SUV,30000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2017,220d 4MATIC Sport,3750000,2017,Comprehensive,5,2143
Chennai,Petrol,Hatchback,60000,Manual,1,Maruti,Maruti Zen,2002,LX,120000,2002,Third Party,5,993
Chennai,Diesel,Hatchback,82784,Manual,1,Hyundai,Hyundai i20,2014,Magna 1.4 CRDi,492000,2014,Comprehensive,5,1396
Chennai,Petrol,Sedan,63274,Manual,1,Maruti,Maruti Swift Dzire,2021,ZXI BSVI,731000,2021,Third Party,5,1197
Chennai,Petrol,Hatchback,87521,Automatic,1,Maruti,Maruti Alto K10,2015,VXI AMT,345000,2015,Comprehensive,5,998
Chennai,Petrol,Hatchback,77388,Manual,2,Hyundai,Hyundai i20 Active,2017,1.2 S,523000,2017,Third Party,5,1197
Chennai,Petrol,Hatchback,114772,Manual,1,Maruti,Maruti Wagon R,2014,VXI BS IV,302000,2014,Comprehensive,5,998
Chennai,Diesel,MUV,40000,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 ZX MT BSIV,2300000,2019,Third Party,7,2393
Chennai,Petrol,MUV,62493,Manual,2,Datsun,Datsun GO Plus,2019,T Petrol,500000,2019,Third Party,7,1198
Chennai,Petrol,Sedan,20000,Manual,1,Honda,Honda City,2021,VX MT,1350000,2021,Third Party,5,1498
Chennai,Petrol,Hatchback,59985,Manual,1,Hyundai,Hyundai Santro,2019,Magna BSIV,472000,2019,Comprehensive,5,1086
Chennai,Petrol,Sedan,104073,Manual,2,Maruti,Maruti Ciaz,2017,1.4 Alpha,564000,2017,Comprehensive,5,1373
Chennai,Diesel,Sedan,100000,Manual,2,Hyundai,Hyundai Xcent,2017,1.2 CRDi E Plus,409999,2017,Third Party,5,1186
Chennai,Diesel,Hatchback,120000,Manual,1,Tata,Tata Tiago,2017,1.05 Revotorq XZ WO Alloy,470000,2017,Third Party,5,1047
Chennai,Petrol,Hatchback,53819,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,630000,2017,Comprehensive,5,1197
Chennai,Diesel,Hatchback,98914,Manual,1,Ford,Ford Figo,2016,1.5D Trend MT,375000,2016,Third Party,5,1498
Chennai,Diesel,Sedan,110000,Manual,1,Volkswagen,Volkswagen Ameo,2017,1.5 TDI Highline,520000,2017,Third Party,5,1498
Chennai,Diesel,SUV,110000,Manual,3,Mahindra,Mahindra XUV500,2015,W10 AWD,1000000,2015,Third Party,7,2179
Chennai,Petrol,Sedan,4135,Manual,1,Honda,Honda City,2022,ZX MT,1597000,2022,Third Party,5,1497
Chennai,Petrol,Hatchback,35000,Automatic,1,Hyundai,Hyundai i20,2019,Sportz Plus CVT,800000,2019,Comprehensive,5,1197
Chennai,Petrol,Hatchback,35983,Manual,1,Honda,Honda Jazz,2017,1.2 SV i VTEC,575000,2017,Third Party,5,1199
Chennai,Diesel,SUV,45000,Manual,1,Jeep,Jeep Compass,2020,2.0 Limited Plus 4X4,2050000,2020,Comprehensive,5,1956
Chennai,Diesel,SUV,91109,Manual,1,Tata,Tata Harrier,2019,XZ BSIV,1422000,2019,Zero Dep,5,1956
Chennai,Petrol,Sedan,23325,Manual,1,Hyundai,Hyundai Xcent,2018,1.2 VTVT S,562000,2018,Zero Dep,5,1197
Chennai,Petrol,Hatchback,51690,Automatic,1,Honda,Honda Jazz,2018,V CVT,690000,2018,Comprehensive,5,1199
Chennai,Petrol,Hatchback,69786,Manual,2,Hyundai,Hyundai i20 Active,2017,1.2 SX,573000,2017,Comprehensive,5,1197
Chennai,Petrol,Sedan,53612,Automatic,2,Tata,Tata Tigor,2018,XZA,558000,2018,Comprehensive,5,1199
Chennai,Petrol,Hatchback,41502,Manual,1,Maruti,Maruti Swift,2018,VXI,580000,2018,Comprehensive,5,1197
Chennai,Petrol,SUV,43841,Manual,2,Honda,Honda WR-V,2017,i-VTEC VX,684000,2017,Third Party,5,1199
Chennai,Petrol,Hatchback,110000,Manual,2,Hyundai,Hyundai i20,2010,1.2 Asta,290000,2010,Third Party,5,1197
Chennai,Petrol,SUV,77380,Automatic,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium Plus AT BSIV,762000,2018,Comprehensive,5,1497
Chennai,Petrol,Hatchback,69269,Manual,1,Maruti,Maruti Baleno RS,2018,1.0 Petrol,663000,2018,Third Party,5,998
Chennai,Diesel,SUV,53060,Manual,1,Maruti,Maruti SX4 S Cross,2018,DDiS 200 Sigma,869999,2018,Third Party,5,1248
Chennai,Petrol,Sedan,70000,Manual,2,Mitsubishi,Mitsubishi Cedia,2011,Sports,320000,2011,Third Party,5,1999
Chennai,Petrol,Sedan,58071,Manual,1,Honda,Honda City,2017,1.5 V MT Exclusive,750000,2017,Comprehensive,5,1497
Chennai,Petrol,Sedan,500,Automatic,1,BMW,BMW 2 Series,2023,220i M Sport Pro BSVI,4750000,2023,Comprehensive,5,1998
Chennai,Diesel,SUV,40000,Manual,1,Ford,Ford Ecosport,2021,1.5 Diesel Titanium,950000,2021,Third Party,5,1498
Chennai,Petrol,MUV,20000,Automatic,2,Maruti,Maruti Ertiga,2020,VXI AT,1025000,2020,Third Party,7,1462
Chennai,Petrol,Sedan,68283,Manual,2,Maruti,Maruti Swift Dzire,2008,ZXi,245000,8,Third Party,5,1298
Chennai,Petrol,Sedan,73045,Manual,0,Honda,Honda Amaze,2014,S i-Vtech,395000,2014,Third Party,5,1198
Chennai,Diesel,SUV,49000,Manual,1,Hyundai,Hyundai Creta,2018,1.4 E Plus,1080000,2018,Comprehensive,5,1396
Chennai,Diesel,MUV,150000,Manual,1,Chevrolet,Chevrolet Tavera,2009,LS B3 - 10 seats BSIII,200000,2009,Third Party,10,2499
Chennai,Petrol,Hatchback,47547,Manual,2,Hyundai,Hyundai i20,2016,Asta Option 1.2,608000,2016,Third Party,5,1197
Chennai,Diesel,Hatchback,100844,Manual,2,Hyundai,Hyundai i20 Active,2017,1.4 SX,698000,2017,Third Party,5,1396
Chennai,Diesel,Sedan,158945,Manual,1,Honda,Honda Amaze,2013,VX Diesel,335000,2013,Third Party,5,1498
Chennai,Diesel,Hatchback,111275,Manual,1,Hyundai,Hyundai i20,2014,Asta 1.4 CRDi,501999,2014,Third Party,5,1396
Chennai,Petrol,SUV,71770,Automatic,2,Hyundai,Hyundai Creta,2018,1.6 SX Automatic,1027000,2018,Comprehensive,5,1591
Chennai,Petrol,Sedan,40000,Manual,1,Hyundai,Hyundai Verna,2019,VTVT 1.6 SX,900000,2019,Third Party,5,1591
Chennai,Petrol,SUV,55435,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,769000,2017,Comprehensive,5,1199
Chennai,Petrol,Sedan,51396,Automatic,1,Maruti,Maruti Swift Dzire,2016,VXi AT,595000,2016,Third Party,5,1197
Chennai,Petrol,Hatchback,79063,Manual,2,Maruti,Maruti Wagon R Stingray,2015,VXI,375000,2015,Comprehensive,5,998
